mensaje_limpio,incidente,area,coincidencias
Un visitante dice que encontró tropiezo escalera cerca de Adidas Store.,accidente en escalera,sso,2
En pasillo central un cliente reporta mal parqueado cerca de Movistar.,vehiculo mal estacionado,seguridad,1
Un guardia indica que hubo decoracion en segundo piso.,montaje de evento,mercadeo,1
Por radios informan foco en segundo piso.,iluminacion danada,mantenimiento,1
"Alguien avisó de molestia ruido en terraza, estaba una señora.",queja de cliente,recepcion,3
Se detecta algo relacionado con oscuridad en zona coworking.,iluminacion danada,mantenimiento,1
Notifican desde zona de parqueaderos que ocurrió amenaza.,robo,seguridad,1
Se genera alerta por se desmayo en el sector de Sweet & Coffee.,inconsciencia,sso,1
Un cliente molesto dice que hubo inundacion cerca de Tony Roma's.,fuga de agua,mantenimiento,1
Hubo bloqueando hace poco en área bancaria.,vehiculo mal estacionado,seguridad,1
Varias personas mencionan molestia ruido afuera de Juan Valdez.,queja de cliente,recepcion,3
"Reportan promocion en pasillo central, estaba pasando entre durísimo.",publicidad,mercadeo,2
Guardias revisan caso de perdi fuera de Sweet & Coffee.,objeto perdido,seguridad,1
Parece que hubo escalera afuera de Isla de helados.,accidente en escalera,sso,1
Notifican desde área bancaria que ocurrió sangre.,emergencia medica,sso,1
Personal de limpieza vio arma en área infantil.,robo,seguridad,1
Un cliente molesto dice que hubo obstruyendo cerca de Starbucks.,vehiculo mal estacionado,seguridad,1
Un cliente molesto dice que hubo hurto cerca de Mega Kywi.,robo,seguridad,1
Visitantes informan agresion cerca de pasillo central.,pelea,seguridad,1
Por radios informan actitud sospechosa en junto a Tía.,persona sospechosa,seguridad,1
Visitantes informan me robaron cerca de área bancaria.,robo,seguridad,2
Parece que hubo no responde afuera de Movistar.,inconsciencia,sso,1
Un cliente molesto dice que hubo luz cerca de Tía.,iluminacion danada,mantenimiento,1
Notifican desde junto a Tía que ocurrió papeles.,perdida de documentos,administracion,1
Se observa documento a la altura de junto a las escaleras eléctricas.,accidente en escalera,sso,2
Un cliente molesto dice que hubo accidente escalera cerca de Starbucks.,caida,sso,3
un guardia comentó que vio insatisfecho por zona coworking.,queja de cliente,recepcion,1
Un guardia indica que hubo hurtaron en patio de comidas.,robo,seguridad,1
"Alguien avisó de comportamiento extrano en frente a Mega Kywi, estaba parece que.",persona sospechosa,seguridad,1
Se genera alerta por mal parqueado en el sector de Juan Valdez.,vehiculo mal estacionado,seguridad,1
"Alguien avisó de ambulancia en pasillo central, estaba medio raro.",persona sospechosa,seguridad,2
Visitantes informan publicidad cerca de fuera de Pycca.,publicidad,mercadeo,1
"Reportan quejar en fuera de Pycca, estaba pasando entre un chico.",queja de cliente,recepcion,2
Se genera alerta por se desmayo en el sector de Pycca.,inconsciencia,sso,1
Un visitante dice que encontró carpeta cerca de Valentina.,perdida de documentos,administracion,1
Por radios informan merodeando en piso 1.,persona sospechosa,seguridad,1
Notifican desde fuera de Pycca que ocurrió no funciona ascensor.,ascensor en falla,mantenimiento,2
Hubo electricidad hace poco en patio de comidas.,cableado suelto,mantenimiento,1
Se detecta algo relacionado con actitud sospechosa en zona de parqueaderos.,persona sospechosa,seguridad,1
Se detecta algo relacionado con sangre en junto a las escaleras eléctricas.,accidente en escalera,sso,2
Hubo sospechoso hace poco en zona coworking.,persona sospechosa,seguridad,1
Se genera alerta por se cayo escalera en el sector de Starbucks.,accidente en escalera,sso,2
"Alguien avisó de perdi documento en baños del segundo piso, estaba a cada rato.",objeto perdido,seguridad,3
Se detecta algo relacionado con apagado en área bancaria.,iluminacion danada,mantenimiento,1
Un colaborador menciona haber visto montaje en baños del segundo piso.,montaje de evento,mercadeo,1
Mensaje recibido: se desmayo en área bancaria.,inconsciencia,sso,1
un man comentó que vio tropiezo escalera por patio de comidas.,accidente en escalera,sso,2
Parece que hubo carterazo afuera de Mega Kywi.,robo,seguridad,1
un chico comentó que vio iluminacion por patio de comidas.,iluminacion danada,mantenimiento,1
Varias personas mencionan me robaron afuera de Tony Roma's.,robo,seguridad,2
"Alguien avisó de auxilio en patio de comidas, estaba un man.",inconsciencia,sso,1
Varias personas mencionan flyer afuera de Cinemark.,publicidad,mercadeo,1
Guardias revisan caso de estacionado fuera de Starbucks.,vehiculo mal estacionado,seguridad,1
Varias personas mencionan tuberia rota afuera de De Prati.,fuga de agua,mantenimiento,1
En junto a las escaleras eléctricas un cliente reporta obstruyendo cerca de McDonald's.,accidente en escalera,sso,2
Mensaje recibido: publicidad en zona de carga.,publicidad,mercadeo,1
Un colaborador menciona haber visto insatisfecho en área infantil.,queja de cliente,recepcion,1
Se genera alerta por evento en el sector de Mi Comisariato.,montaje de evento,mercadeo,1
Notifican desde área bancaria que ocurrió fuga.,fuga de agua,mantenimiento,1
Personal de limpieza vio golpe en zona de parqueaderos.,caida,sso,1
Se observa goteo a la altura de fuera de Pycca.,fuga de agua,mantenimiento,1
Parece que hubo desmayado afuera de Marathon Sports.,inconsciencia,sso,1
Un cliente molesto dice que hubo escalera cerca de Sweet & Coffee.,accidente en escalera,sso,1
Notifican desde cerca de Cinemark que ocurrió perdi.,objeto perdido,seguridad,1
Personal de limpieza vio perdi documento en terraza.,objeto perdido,seguridad,3
Personal de limpieza vio cable en junto a Tía.,cableado suelto,mantenimiento,1
Un cliente molesto dice que hubo cable cerca de McDonald's.,cableado suelto,mantenimiento,1
En segundo piso un cliente reporta expuesto cerca de Mi Comisariato.,cableado suelto,mantenimiento,1
Un cliente molesto dice que hubo insatisfecho cerca de Doña Menestra.,queja de cliente,recepcion,1
una señora comentó que vio se me cayo por área bancaria.,objeto perdido,seguridad,1
Mensaje recibido: auxilio en frente a Mega Kywi.,inconsciencia,sso,1
Un cliente molesto dice que hubo reclamo cerca de Coral Hipermercados.,queja de cliente,recepcion,1
Hubo mojado hace poco en cerca de Cinemark.,fuga de agua,mantenimiento,1
Se detecta algo relacionado con charco en junto a las escaleras eléctricas.,accidente en escalera,sso,2
Mensaje recibido: no encuentro en zona coworking.,objeto perdido,seguridad,1
En zona de carga un cliente reporta vigilado cerca de Juan Valdez.,persona sospechosa,seguridad,1
Un guardia indica que hubo electricidad en cerca de Cinemark.,cableado suelto,mantenimiento,1
"Alguien avisó de electricidad en área bancaria, estaba recién pasó.",cableado suelto,mantenimiento,1
Un guardia indica que hubo montaje en cerca de Cinemark.,montaje de evento,mercadeo,1
En segundo piso un cliente reporta electricidad cerca de De Prati.,cableado suelto,mantenimiento,1
Visitantes informan mal servicio cerca de cerca de Cinemark.,queja de cliente,recepcion,1
Un cliente molesto dice que hubo se cayo escalera cerca de Coral Hipermercados.,accidente en escalera,sso,2
"Reportan bulla en zona de carga, estaba pasando entre a cada rato.",ruido excesivo,administracion,1
Notifican desde junto a las escaleras eléctricas que ocurrió alto volumen.,accidente en escalera,sso,2
Parece que hubo alto volumen afuera de KFC.,ruido excesivo,administracion,1
Visitantes informan ayuda medica cerca de zona de parqueaderos.,emergencia medica,sso,1
Un guardia indica que hubo montaje en área bancaria.,montaje de evento,mercadeo,1
Por radios informan elevador en cerca de Cinemark.,ascensor en falla,mantenimiento,1
Se detecta algo relacionado con desmayado en área bancaria.,inconsciencia,sso,1
Mensaje recibido: emergencia en segundo piso.,inconsciencia,sso,1
Personal de limpieza vio electricidad en planta baja.,cableado suelto,mantenimiento,1
Mensaje recibido: mal parqueado en terraza.,vehiculo mal estacionado,seguridad,1
Hubo sin luz hace poco en terraza.,iluminacion danada,mantenimiento,2
Mensaje recibido: urgencia en zona de carga.,emergencia medica,sso,1
Por radios informan lastimado en piso 1.,caida,sso,1
Se observa observando mucho a la altura de zona de carga.,persona sospechosa,seguridad,1
"Alguien avisó de tropiezo escalera en frente a Mega Kywi, estaba medio raro.",persona sospechosa,seguridad,3
Un colaborador menciona haber visto evento en pasillo central.,montaje de evento,mercadeo,1
En pasillo central un cliente reporta tropiezo escalera cerca de Pícaro Resto Grill.,accidente en escalera,sso,2
Un guardia indica que hubo tropiezo escalera en patio de comidas.,accidente en escalera,sso,2
Parece que hubo vehiculo afuera de Juan Valdez.,vehiculo mal estacionado,seguridad,1
Un visitante dice que encontró perdi cerca de De Prati.,objeto perdido,seguridad,1
Mensaje recibido: charco en planta baja.,fuga de agua,mantenimiento,1
Visitantes informan violencia cerca de junto a Tía.,robo,seguridad,1
Hubo asalto hace poco en frente a Mega Kywi.,robo,seguridad,1
Un guardia indica que hubo goteo en cerca de Cinemark.,fuga de agua,mantenimiento,1
Varias personas mencionan violencia afuera de Movistar.,robo,seguridad,1
Se genera alerta por herido en el sector de Doña Menestra.,emergencia medica,sso,1
Se detecta algo relacionado con evento en zona coworking.,montaje de evento,mercadeo,1
Mensaje recibido: amenaza en planta baja.,robo,seguridad,1
Un cliente molesto dice que hubo perdi documento cerca de McDonald's.,objeto perdido,seguridad,3
Un cliente molesto dice que hubo molestia ruido cerca de Coral Hipermercados.,queja de cliente,recepcion,3
Un visitante dice que encontró goteo cerca de Juan Valdez.,fuga de agua,mantenimiento,1
Notifican desde baños del segundo piso que ocurrió estacionado.,vehiculo mal estacionado,seguridad,1
Se observa perdi documento a la altura de piso 1.,objeto perdido,seguridad,3
Hubo comportamiento extrano hace poco en terraza.,persona sospechosa,seguridad,1
Guardias revisan caso de molestia fuera de Movistar.,queja de cliente,recepcion,1
Parece que hubo decoracion afuera de Tony Roma's.,montaje de evento,mercadeo,1
Mensaje recibido: insatisfecho en segundo piso.,queja de cliente,recepcion,1
Mensaje recibido: quitar publicidad en zona de carga.,publicidad,mercadeo,2
a cada rato comentó que vio carterazo por junto a las escaleras eléctricas.,robo,seguridad,2
Varias personas mencionan inconsciente afuera de McDonald's.,inconsciencia,sso,1
Mensaje recibido: sospechoso en zona de carga.,persona sospechosa,seguridad,1
"Alguien avisó de objeto perdido en segundo piso, estaba parece que.",objeto perdido,seguridad,3
Notifican desde junto a las escaleras eléctricas que ocurrió resbale.,caida,sso,2
En junto a las escaleras eléctricas un cliente reporta dolor fuerte cerca de McDonald's.,accidente en escalera,sso,2
Visitantes informan mal parqueado cerca de piso 1.,vehiculo mal estacionado,seguridad,1
Un guardia indica que hubo atencion medica en junto a las escaleras eléctricas.,accidente en escalera,sso,2
Visitantes informan se me cayo cerca de cerca de Cinemark.,objeto perdido,seguridad,1
Se observa accidente escalera a la altura de área bancaria.,caida,sso,3
Se observa se desmayo a la altura de área bancaria.,inconsciencia,sso,1
En terraza un cliente reporta traba cerca de Doña Menestra.,ascensor en falla,mantenimiento,1
Personal de limpieza vio tropiezo escalera en terraza.,accidente en escalera,sso,2
Notifican desde área bancaria que ocurrió violencia.,robo,seguridad,1
Un visitante dice que encontró asalto cerca de Juan Valdez.,robo,seguridad,1
Guardias revisan caso de sospechoso fuera de Tía.,persona sospechosa,seguridad,1
Un cliente molesto dice que hubo escalera cerca de De Prati.,accidente en escalera,sso,1
parece que comentó que vio observando mucho por baños del segundo piso.,persona sospechosa,seguridad,1
Un guardia indica que hubo reclamo en frente a Mega Kywi.,queja de cliente,recepcion,1
Guardias revisan caso de remover fuera de Doña Menestra.,retiro material publicitario,mercadeo,1
Notifican desde pasillo central que ocurrió inconsciente.,inconsciencia,sso,1
Un guardia indica que hubo remover en junto a Tía.,retiro material publicitario,mercadeo,1
Guardias revisan caso de pelea fuera de KFC.,pelea,seguridad,1
Se observa mojado a la altura de terraza.,fuga de agua,mantenimiento,1
Parece que hubo perdi documento afuera de Pícaro Resto Grill.,objeto perdido,seguridad,3
Se genera alerta por no funciona ascensor en el sector de Sweet & Coffee.,ascensor en falla,mantenimiento,2
Notifican desde pasillo central que ocurrió documento.,perdida de documentos,administracion,1
Un colaborador menciona haber visto extraviado en baños del segundo piso.,objeto perdido,seguridad,1
Un cliente molesto dice que hubo comportamiento extrano cerca de Adidas Store.,persona sospechosa,seguridad,1
Un colaborador menciona haber visto objeto perdido en planta baja.,objeto perdido,seguridad,3
Se genera alerta por atencion medica en el sector de Sweet & Coffee.,emergencia medica,sso,1
Hubo bloqueando hace poco en cerca de Cinemark.,vehiculo mal estacionado,seguridad,1
Mensaje recibido: obstruyendo en fuera de Pycca.,vehiculo mal estacionado,seguridad,1
Se genera alerta por accidente en el sector de McDonald's.,caida,sso,1
Hubo tropiezo escalera hace poco en baños del segundo piso.,accidente en escalera,sso,2
Varias personas mencionan inundacion afuera de Marathon Sports.,fuga de agua,mantenimiento,1
En zona de parqueaderos un cliente reporta accidente escalera cerca de Tony Roma's.,caida,sso,3
Parece que hubo documento afuera de Tony Roma's.,perdida de documentos,administracion,1
una señora comentó que vio accidente escalera por frente a Mega Kywi.,caida,sso,3
Notifican desde área infantil que ocurrió escalera.,accidente en escalera,sso,1
