mensaje_limpio,area
CAMBIO DE LUMINARIAS Se realiza el cambio de luminarias quemadas en el pasillo de STRADIVARIUS. Trabajo finalizado en 10 minutos.,ADMINISTRACION
PREPARACIÓN TRABAJO NOCTURNO Se aísla y señaliza el Tablero Eléctrico Principal para la intervención del Ascensor de carga N2 a las 23:00.,MANTENIMIENTO
GRUPO SOSPECHOSO Grupo de individuos se mantiene en el estacionamiento sin motivo aparente. Unidad de Reacción Inmediata es despachado para verificar la situación.,ADMINISTRACION
CUSTODIA DE VALORES 15:00: Se brinda acompañamiento a transporte de valores en su ruta por ADIDAS y ADIDAS.,ADMINISTRACION
ENTREGA DE PREMIOS Se realiza la entrega de premios de la promoción de Mercadeo. Flujo constante de ganadores.,MERCADEO
REDUCCIÓN DE AFLUENCIA CÁMARA FIJA PASILLO SUR L114 muestra los últimos clientes retirándose del complejo de cines.,RECEPCION
CAPACITACIÓN A LOCATARIOS Se realiza una breve capacitación a los empleados de CineMax sobre el uso de extintores.,SSO
EN CURSO Sup. Castro se encuentra realizando limpieza técnica en el Chiller N1 de Techo Técnico.,ADMINISTRACION
MONITOREO CCTV ACTIVO Sin alertas registradas en Quicentro.,SEGURIDAD
APOYO A TERCERA EDAD Motorizado Alpha asiste a persona de la tercera edad con sus compras hasta el taxi.,ADMINISTRACION
CIERRE: CLIENTE CONFLICTIVO 11:45: Situación resuelta. El cliente aceptó pagar y se retira. No se requiere apoyo policial.,RECEPCION
HURTO DE CELULAR Cliente reporta el hurto de su dispositivo móvil. Se le asesora y se revisan las grabaciones.,SEGURIDAD
GRUPO SOSPECHOSO Grupo de individuos se mantiene en el estacionamiento sin motivo aparente. Supervisor de Turno Gómez es despachado para verificar la situación.,ADMINISTRACION
INFRACCIÓN DE TRÁNSITO Vehículo estacionado en zona prohibida frente a PF CHANGS. Se contacta al propietario por altoparlante.,ADMINISTRACION
ENTREGA DE PREMIOS Se realiza la entrega de premios de la promoción de Mercadeo. Flujo constante de ganadores.,MERCADEO
INICIO DE LIMPIEZA NOCTURNA Se observa el ingreso de la maquinaria de limpieza profunda en la Plaza Central.,ADMINISTRACION
SOLICITUD DE VIDEO Administración solicita la revisión de video de la cámara 23 por un incidente en un local.,ADMINISTRACION
ATENCIÓN A LLAMADO Se recibe reporte de atoramiento en sanitario público. Téc. Solís (Plomero) acude a solucionar.,MANTENIMIENTO
"APOYO A RONDA DE SEGURIDAD Se sigue el recorrido de Guardia Puesto Fijo Torre de Oficinas con la CÁMARA DE CONTEO ACCESO SUR, iluminando puntos ciegos con el PTZ.",SEGURIDAD
"RUIDO DE IMPACTO Verificado en Plaza Central, sin daños estructurales. Probable caída de objeto en exterior.",RECEPCION
promotion CONTROL DE PROMOCIÓN Se reporta desorden en la fila para la promoción de TERRUA. Se brinda apoyo para organizar a los clientes.,RECEPCION
REPORTE DE REDES SOCIALES La última publicación sobre el evento alcanzó un 15 de engagement en la primera hora. cupones canjeados en aumento.,MERCADEO
PREPARACIÓN TRABAJO NOCTURNO Se aísla y señaliza el Subestación Eléctrica para la intervención del Escalera eléctrica 3 (subida) a las 23:00.,MANTENIMIENTO
MODO NOCTURNO Cámaras exteriores cambian automáticamente a modo infrarrojo. Visibilidad nocturna activada.,ADMINISTRACION
APOYO A CLIENTE Unidad de Reacción asiste a cliente con vehículo averiado en estacionamiento 1.,RECEPCION
FUGA DE AGUA Detectada pequeña fuga en el sistema de riego del jardín exterior. Se aísla la sección para reparar.,MANTENIMIENTO
"ALERTA DE MOVIMIENTO La DOMO PTZ TERRAZA TÉCNICA del pasillo técnico detecta movimiento. Se verifica, corresponde a Guardia Puesto 3 (Food Court) autorizado.",SEGURIDAD
REPORTE DE DERRAME Se reporta derrame de líquido en el Muelle de Carga. Se coordina con limpieza y se asegura el área.,ADMINISTRACION
noise MEDICIÓN DE NIVELES DE RUIDO Se realizan mediciones de ruido en la área de mantenimiento. Niveles dentro de la norma.,MANTENIMIENTO
SUPERVISIÓN DE SEGURIDAD Todo bajo control en Bodega.,SEGURIDAD
INFRACCIÓN DE TRÁNSITO Vehículo estacionado en zona prohibida. Se contacta al propietario por altoparlante.,ADMINISTRACION
RETIRO DE PERSONAL Se monitorea la salida del último personal de limpieza y mantenimiento. Instalaciones despejadas.,MANTENIMIENTO
OBJETO RECLAMADO Propietario reclama su teléfono celular extraviado ayer. Se realiza la entrega previa verificación.,RECEPCION
ATENCIÓN A LLAMADO Se recibe reporte de atoramiento en sanitario público. Téc. Benítez (HVAC) acude a solucionar.,ADMINISTRACION
"INDIVIDUO SOSPECHOSO Se mantiene vigilancia sobre individuo en actitud evasiva en la zona de joyerías, cerca de BERSHKA y BERSHKA.",ADMINISTRACION
INICIO DE LIMPIEZA NOCTURNA Se observa el ingreso de la maquinaria de limpieza profunda en la Plaza Central.,ADMINISTRACION
APERTURA OFICIAL Se abren todos los accesos al público a las 09:30. Gdia. Andrade en puestos designados.,ADMINISTRACION
INTERRUPCIÓN ELÉCTRICA Corte parcial en Parqueadero Sur. Servicio restablecido por personal de turno.,ADMINISTRACION
SUPERVISIÓN DE CIERRE Se verifica el cierre de rejas y puertas del Food Court a través de la CÁMARA FIJA ACCESO AV. 6 DE DICIEMBRE. Personal se retira sin novedad.,MANTENIMIENTO
CONSULTA FRECUENTE La principal consulta de la última hora ha sido sobre la servicios del centro comercial.,ADMINISTRACION
MONITOREO DE COMENTARIOS Coordinador de Mercadeo está respondiendo preguntas y comentarios sobre el evento en TikTok.,MERCADEO
CAMBIO DE LUMINARIAS Se realiza el cambio de luminarias quemadas en el pasillo sur. Trabajo finalizado.,ADMINISTRACION
PERMISO DE TRABAJO EN CALIENTE Se autoriza y prepara equipo para trabajos de soldadura en Sala de Bombas durante la madrugada.,MANTENIMIENTO
"ALERTA DE MOVIMIENTO La CÁMARA DE CONTEO ACCESO SUR del pasillo técnico detecta movimiento. Se verifica, corresponde a Guardia Puesto 1 (Acceso Principal) autorizado.",SEGURIDAD
VERIFICACIÓN DE ACCESOS Recorrido virtual postcierre. Todos los accesos perimetrales se observan cerrados y sin novedad.,ADMINISTRACION
suspicious INDIVIDUO SOSPECHOSO Se mantiene vigilancia sobre individuo en actitud evasiva en la sector.,ADMINISTRACION
APERTURA PARA INVENTARIO Se realiza apertura de local para personal de inventario nocturno. Se verifica identificación de todo el equipo.,ADMINISTRACION
SUPERVISIÓN DE CIERRE Se verifica el cierre de rejas y puertas del Perímetro Norte a través de la CÁMARA ASCENSOR DE CARGA. Personal se retira sin novedad.,MANTENIMIENTO
elevator PERSONAS ATRAPADAS EN ASCENSOR Se reporta detención de ascensor. Se activa protocolo con Mantenimiento. Personas liberadas sin novedad.,MANTENIMIENTO
MANEJO DE INCIDENTE Se está gestionando un(a) cliente extraviado. Se ha notificado al área de SeguridadAdministración.,SEGURIDAD
INSPECCIÓN DE SEGURIDAD EN PROGRESO Médico Ocupacional se encuentra realizando una inspección no planificada sobre orden y limpieza en bodegas en la oficinas administrativas.,SEGURIDAD
ATENCIÓN A LLAMADO Se recibe reporte de atoramiento en sanitario público. Téc. Benítez (HVAC) acude a solucionar.,ADMINISTRACION
PERMISO DE TRABAJO EN CALIENTE Se autoriza y prepara equipo para trabajos de soldadura en Pasillo Técnico Nivel 1 durante la madrugada.,MANTENIMIENTO
CONTROL EN MUELLE DE CARGA Se supervisa la salida de camiones y se verifica la mercancía declarada.,ADMINISTRACION
INICIO DE LIMPIEZA NOCTURNA Se observa el ingreso de la maquinaria de limpieza profunda en la Plaza Central.,ADMINISTRACION
CONTROL DE ACCESOS NOCTURNOS Puertas principales verificadas y cerradas.,MANTENIMIENTO
ASISTENCIA A LOCATARIO Se brinda apoyo a local comercial por falla en su tablero eléctrico interno. Situación controlada.,MANTENIMIENTO
VIGILANCIA DISCRETA Individuo en actitud evasiva detectado cerca de joyerías. Se realiza zoom y se mantiene bajo observación.,ADMINISTRACION
elevator ASCENSOR DETENIDO Se atiende reporte de ascensor N3 detenido. Se realiza reseteo y vuelve a operar sin novedad.,MANTENIMIENTO
HURTO DE CELULAR Cliente reporta el hurto de su dispositivo móvil. Se le asesora y se revisan las grabaciones.,SEGURIDAD
CONTROL DE RUIDO Se solicita a locatario del local 218 reducir el volumen de la música ambiental que excede los decibeles permitidos.,ADMINISTRACION
CONSULTA FRECUENTE La principal consulta de la última hora ha sido sobre la eventos del día.,MERCADEO
MONITOREO DE COMENTARIOS Coordinador de Mercadeo está respondiendo preguntas y comentarios sobre el evento en página web.,MERCADEO
RUIDO EN EXTRACTOR Se detecta ruido inusual en el Sistema de presurización de gradas de Techo Técnico Lado A. Se programa revisión para la noche.,ADMINISTRACION
REVISIÓN DE GRABACIÓN Se revisa grabación de la CÁMARA FIJA BATERÍAS SANITARIAS NIVEL 3 a las 14:10 por reporte de objeto extraviado. Se localiza el momento del olvido.,RECEPCION
REPORTE DE OCUPACIÓN REPORTE DE OCUPACIÓN DE PARQUEO 15:00 hrs: 85 de ocupación. 350 espacios libres.,ADMINISTRACION
suspicious INDIVIDUO SOSPECHOSO Se mantiene vigilancia sobre individuo en actitud evasiva en la sector.,ADMINISTRACION
MONITOREO DE HVAC Sistemas de aire acondicionado trabajando al 80 de capacidad por alta afluencia. Temperaturas estables.,MANTENIMIENTO
"APOYO A OPERACIONES Se orienta a Guardia Puesto 5 (Muelle de Carga) hacia un derrame de líquido en el pasillo norte, visualizado desde la DOMO PTZ PLAZA CENTRAL.",SEGURIDAD
EN CURSO Equipo de Turno A se encuentra realizando reparación correctiva en el Escalera eléctrica N4 de Techo Técnico.,MANTENIMIENTO
PUERTA AJUSTADA Lubricación de bisagras completada en Cuarto Eléctrico.,MANTENIMIENTO
ALERTA DE EVENTO Se detecta individuo tomando fotografías de la infraestructura de seguridad en la CÁMARA ASCENSOR DE CARGA. Acción: se realiza paneo preventivo en el área para detectar cómplices o anomalías adicionales.,MANTENIMIENTO
HURTO DE CELULAR Cliente reporta el hurto de su dispositivo móvil. Se le asesora y se revisan las grabaciones.,SEGURIDAD
LOCK ASCENSOR DETENIDO Se reporta detención del ascensor N4. Equipo de Turno A realiza el reseteo del sistema. Vuelve a operar.,MANTENIMIENTO
LUMINARIAS DEFECTUOUSAS Cambio de bombillos realizado en DePrati.,MANTENIMIENTO
CONSULTA FRECUENTE La principal consulta de la última hora ha sido sobre la horarios de atención.,ADMINISTRACION
"APOYO A OPERACIONES Se orienta a Guardia Puesto 3 (Food Court) hacia un derrame de líquido en el pasillo norte, visualizado desde la CÁMARA DE CONTEO ACCESO SUR.",SEGURIDAD
"COLISIÓN VEHICULAR MENOR En la rampa de salida del estacionamiento. Sin heridos, solo daños materiales. Se asiste con los seguros.",ADMINISTRACION
RUIDO EN EXTRACTOR Se detecta ruido inusual en el Escalera eléctrica 3 (subida) de Muelle de Carga. Se programa revisión para la noche.,ADMINISTRACION
SUPERVISIÓN DE CONTRATISTAS Se supervisan los trabajos de remodelación del local 215. Se verifica cumplimiento de normas.,ADMINISTRACION
VIGILANCIA DISCRETA Individuo en actitud evasiva detectado cerca de joyerías. Se realiza zoom y se mantiene bajo observación.,ADMINISTRACION
CONTROL DE AFORO Se reporta alta concentración de personas en la Plaza Central por evento de marketing.,MERCADEO
FLUJO NORMAL DE VISITANTES Sin incidentes en áreas comerciales.,RECEPCION
OBJETO ABANDONADO Mochila desatendida por más de 10 minutos en una banca. Se activa protocolo y se despacha a Unidad de Reacción Inmediata.,RECEPCION
LOCK ASCENSOR DETENIDO Se reporta detención del ascensor N4. Juan Peralta (Eléctrico) realiza el reseteo del sistema. Vuelve a operar.,MANTENIMIENTO
MONITOREO CCTV Operador de CCTV detecta a individuo merodeando vehículos en Torre Norte. Se envía guardia a verificar.,SEGURIDAD
PRÉSTAMO DE SILLA DE RUEDAS Se presta una silla de ruedas a un cliente de la tercera edad.,RECEPCION
CONTROL DE AFORO Se reporta alta concentración de personas en la Plaza Central por evento de marketing.,MERCADEO
REVISIÓN DE CONSUMO ELÉCTRICO Se toma lectura de los medidores principales. Consumo dentro de los parámetros esperados.,ADMINISTRACION
NOVEDAD EN ESTACIONAMIENTO Cámara LPR de salida reporta vehículo sin placa. Se notifica a Guardia Puesto 1 (Acceso Principal) para inspección manual.,SEGURIDAD
LIMPIEZA GENERAL DE PASILLOS Personal de aseo trabaja en Bloque A.,ADMINISTRACION
EVENTO EN VIVO ¡Ha comenzado el firma de autógrafos! Se realiza transmisión en vivo por Facebook.,MERCADEO
LOCK ASCENSOR DETENIDO Se reporta detención del ascensor N4. Luis Arias (Ayudante) realiza el reseteo del sistema. Vuelve a operar.,MANTENIMIENTO
MENOR EXTRAVIADO Se recibe reporte de menor extraviado. Se realiza barrido rápido con domos en Food Court. Localizado cerca de la heladería.,ADMINISTRACION
"ALARMA DE INCENDIOS Se recibe alarma de incendio en sector. Se verifica, falsa alarma activada por vapor.",SSO
ENTREGA DE INSUMOS A LOCALES Control de acceso autorizado en Food Court.,ADMINISTRACION
ALTA AFLUENCIA DE CONSULTAS Se reporta un alto flujo de clientes en Punto de Información Nivel 1 preguntando por servicios del centro comercial.,RECEPCION
CAMBIO DE LUMINARIAS Se realiza el cambio de luminarias quemadas en el pasillo sur. Trabajo finalizado.,ADMINISTRACION
PRESENCIA POLICIAL Se visualiza patrulla de la Policía Nacional realizando recorrido de rutina por el perímetro exterior.,SEGURIDAD
ATENCIÓN A REPORTE DE OPERACIONES Se atiende llamado por fuga menor en baño público Nivel 2. Equipo de Turno A en sitio.,MANTENIMIENTO
ASISTENCIA DE PRIMEROS AUXILIOS Cliente sufre una caída leve. Unidad de Reacción brinda primera asistencia y notifica a SSO.,RECEPCION
SEGUIMIENTO DE SOSPECHOSO Se inicia seguimiento de individuo con gorra y mascarilla desde la CÁMARA FIJA PASILLO SUR L114. Se transfiere la vista a cámaras contiguas.,ADMINISTRACION
ALARMA DE VEHÍCULO Se atiende activación de alarma de un vehículo en Nivel Subsuelo. El propietario se acerca y la desactiva.,ADMINISTRACION
LOCK ASCENSOR DETENIDO Se reporta detención del ascensor N4. Juan Peralta (Eléctrico) realiza el reseteo del sistema. Vuelve a operar.,MANTENIMIENTO
cold FALLA EN CUARTO FRÍO Locatario reporta que su cuarto frío no enfría. Equipo de Turno A realiza inspección inicial.,MANTENIMIENTO
MANEJO DE INCIDENTE Se está gestionando un(a) queja por servicio en local. Se ha notificado al área de SeguridadAdministración.,SEGURIDAD
PICO DE AFLUENCIA Cámaras de conteo registran el mayor flujo de personas del día a las 15:30.,ADMINISTRACION
FLUJO NORMAL DE VISITANTES Sin incidentes en áreas comerciales.,RECEPCION
ASISTENCIA DE PRIMEROS AUXILIOS Cliente sufre una caída leve. Gdia. Pérez brinda primera asistencia y notifica a SSO.,RECEPCION
"APOYO A OPERACIONES Se orienta a Guardia Puesto 3 (Food Court) hacia un derrame de líquido en el pasillo norte, visualizado desde la CÁMARA 360 FOOD COURT.",SEGURIDAD
"PROGRESO DE TAREA El mantenimiento preventivo del Chiller N1 lleva un 70 de avance. Sin contratiempos, reporta Equipo de Turno B.",MANTENIMIENTO
NOVEDAD EN ESTACIONAMIENTO Cámara LPR de salida reporta vehículo sin placa. Se notifica a Guardia Puesto 1 (Acceso Principal) para inspección manual.,SEGURIDAD
CANJE DE PREMIOS El punto de canje de la promoción reporta un alto flujo de clientes.,RECEPCION
CONTROL DE RONDAS DIURNAS Todo conforme en Parqueadero Sur.,ADMINISTRACION
SUPERVISIÓN DE CONTRATISTAS Se supervisan los trabajos de remodelación del local 215. Se verifica cumplimiento de normas.,ADMINISTRACION
APOYO A TERCERA EDAD Motorizado Alpha asiste a persona de la tercera edad con sus compras hasta el taxi.,ADMINISTRACION
"PROGRESO DE TAREA El mantenimiento preventivo del Extractor de aire Sótano 2 lleva un 70 de avance. Sin contratiempos, reporta Equipo de Turno B.",MANTENIMIENTO
COMERCIO INFORMAL Se retira a comerciante informal del acceso principal.,ADMINISTRACION
SEGUIMIENTO DE SOSPECHOSO Se inicia seguimiento de individuo con gorra y mascarilla desde la CÁMARA FIJA PASILLO SUR L114. Se transfiere la vista a cámaras contiguas.,ADMINISTRACION
LLUVIA LIGERA Personal prevenido para desplazamientos y control de accesos.,ADMINISTRACION
ALERTA DE EVENTO Se detecta aglomeración inusual de personas en la CÁMARA FIJA ACCESO AV. 6 DE DICIEMBRE. Acción: se inicia seguimiento con cámaras adyacentes (CámaraaCámara).,MERCADEO
OBJETO RECLAMADO Propietario reclama su teléfono celular extraviado ayer. Se realiza la entrega previa verificación.,RECEPCION
"TRABAJOS EN ALTURA Empresa contratista realiza instalación de cascada de luces en la fachada de Torre Norte. Se verifica el correcto uso de EPP (arnés, línea de vida).",SSO
LOCK ASCENSOR DETENIDO Se reporta detención del ascensor N4. Contratista ElectroPro realiza el reseteo del sistema. Vuelve a operar.,MANTENIMIENTO
RETIRO DE VENDEDORES Se retira a un grupo de vendedores informales del acceso principal.,ADMINISTRACION
VIGILANCIA DISCRETA Individuo en actitud evasiva detectado cerca de joyerías. Se realiza zoom y se mantiene bajo observación.,ADMINISTRACION
FALLA EN PUERTA AUTOMÁTICA Se reporta falla en sensor de la puerta del Acceso Principal. Se procede a la calibración.,MANTENIMIENTO
